Price,Rating,Discount,price,price_2dp,Category_B,Category_C,Category_D,Category_Unknown,Stock_In Stock,Stock_Out of Stock,Price_Standard,Price_MinMax,Price_Robust
3977.0,3.0820600518841306,32.0,3977.0,3977.0,False,False,True,False,False,True,-0.3662325264797769,0.3915327877134485,-0.21285035753431808
2251.0,3.0820600518841306,25.0,2251.0,2251.0,False,False,True,False,False,True,-0.9740548266900104,0.2171365060119228,-0.5732031943212067
7842.0,3.0820600518841306,30.0,7842.0,7842.0,False,False,False,True,False,True,0.9948527518009604,0.7820551682327977,0.5940811107051516
5006.0,3.835636273769511,25.0,5006.0,5006.0,False,False,False,False,False,True,-0.0038633799465611894,0.4955036879862585,0.0019834020564747637
3182.0,3.0820600518841306,13.0,3182.0,3182.0,False,False,False,True,False,True,-0.6461970274456724,0.3112054157825604,-0.3788297927866799
1136.0,3.0820600518841306,19.0,1136.0,1136.0,False,False,False,True,False,True,-1.3667094412522411,0.10447610386985955,-0.8059919620021921
1066.0,3.0820600518841306,10.0,1066.0,1066.0,False,False,False,True,False,True,-1.3913604036014395,0.097403253511165,-0.8206065034709537
1029.0,4.464129272916702,38.0,1029.0,1029.0,True,False,False,False,False,True,-1.4043901979860158,0.09366474689299788,-0.8283313325330132
1788.0,3.0820600518841306,7.0,1788.0,1788.0,False,False,False,True,False,True,-1.137103334799708,0.17035465292512883,-0.6698679471788715
6249.0,3.0820600518841306,16.0,6249.0,6249.0,False,False,False,True,True,False,0.4338672800542037,0.6210973022127917,0.26149590270890966
8026.0,3.0820600518841306,46.0,8026.0,8026.0,False,False,True,False,False,True,1.0596495671188533,0.8006466606042235,0.6324964768516103
9516.0,1.6573504366560314,5.0,9516.0,9516.0,False,False,False,False,False,True,1.5843629085517894,0.9511973325250075,0.943577430972389
859.0,1.2279456432932538,49.0,859.0,859.0,False,False,False,True,False,True,-1.464256820834069,0.0764878245933111,-0.8638237903857195
6792.0,2.4937906347326475,26.0,6792.0,6792.0,False,False,False,True,False,True,0.6250883165629852,0.6759624128523795,0.37486298867373036
8631.0,3.3084805096007277,10.0,8631.0,8631.0,False,False,False,True,True,False,1.2727043131369247,0.8617762958472264,0.7588078709744768
6491.0,4.645463936808445,16.0,6491.0,6491.0,False,False,False,True,False,True,0.5190891784614323,0.6455491563099929,0.31202046035805625
,4.036652101229622,33.0,5016.970630372492,5016.97,False,False,False,True,True,False,,,
642.0,1.5983454005426196,28.0,642.0,642.0,False,False,True,False,False,True,-1.5406748041165839,0.054561988481357994,-0.9091288689388799
4222.0,4.213202927733002,20.0,4222.0,4222.0,True,False,False,False,True,False,-0.2799541582575827,0.41628776396887945,-0.16169946239365313
1962.0,4.976201301561568,6.0,1962.0,1962.0,False,False,False,False,True,False,-1.0758280855317006,0.1879357381024553,-0.6335403726708074
2119.0,3.661720155583746,40.0,2119.0,2119.0,False,False,False,True,False,True,-1.0205394985484988,0.2037991310498131,-0.600762043948014
1441.0,3.41463486419962,43.0,1441.0,1441.0,False,False,False,True,True,False,-1.2593016767307341,0.13529352328988584,-0.7423143170311602
6884.0,3.0820600518841306,49.0,6884.0,6884.0,False,False,False,True,True,False,0.6574867242219316,0.6852581590380923,0.39407067174695964
2544.0,3.0820600518841306,25.0,2544.0,2544.0,False,False,True,False,False,True,-0.8708729414283659,0.24674143679903005,-0.5120308993162482
6114.0,3.0820600518841306,44.0,6114.0,6114.0,True,False,False,False,True,False,0.3863261383807498,0.6074568050924523,0.23331071559058406
8117.0,3.0820600518841306,45.0,8117.0,8117.0,False,False,False,True,True,False,1.0916958181728111,0.8098413660705264,0.651495380761
,2.581053762448872,36.0,5016.970630372492,5016.97,False,False,False,True,False,True,,,
4077.0,3.0820600518841306,28.0,4077.0,4077.0,False,False,False,False,False,True,-0.3310168659809221,0.40163685965444074,-0.19197244115037318
2877.0,3.1301621702727505,49.0,2877.0,2877.0,False,False,True,False,False,True,-0.7536047919671794,0.2803879963625341,-0.4425074377577118
8723.0,3.750973129417399,41.0,8723.0,8723.0,True,False,False,False,False,True,1.305102720795871,0.8710720420329392,0.7780155540477061
8651.0,4.282273713935922,2.0,8651.0,8651.0,False,False,False,True,False,True,1.2797474452366955,0.8637971102354248,0.7629834542512657
3282.0,3.0820600518841306,40.0,3282.0,3282.0,False,False,False,True,False,True,-0.6109813669468176,0.3213094877235526,-0.357951876402735
9493.0,2.7804614226232114,34.0,9493.0,9493.0,False,False,True,False,False,True,1.5762633066370528,0.9488733959785793,0.9387755102040817
6578.0,3.125260769236996,28.0,6578.0,6578.0,False,False,False,True,False,True,0.549726803095436,0.6543396988986561,0.3301842476120883
7187.0,3.0820600518841306,12.0,7187.0,7187.0,False,False,False,True,True,False,0.7641901755334616,0.7158734970192987,0.4573307583903126
1435.0,3.0820600518841306,23.0,1435.0,1435.0,False,False,False,True,False,True,-1.2614146163606654,0.1346872789734263,-0.743566992014197
1561.0,2.8560894572721987,6.0,1561.0,1561.0,False,False,False,True,True,False,-1.2170428841321084,0.14741840961907648,-0.7172608173704265
2778.0,4.647670825820734,43.0,2778.0,2778.0,False,False,False,True,False,True,-0.7884682958610457,0.27038496514095184,-0.4631765749778172
4752.0,4.589987920715608,1.0,4752.0,4752.0,False,False,False,False,True,False,-0.09331115761365233,0.46983934525613824,-0.05104650555874524
4502.0,3.0820600518841306,40.0,4502.0,4502.0,False,False,False,True,True,False,-0.1813503088607893,0.44457916540365766,-0.10324129651860744
,3.0820600518841306,1.0,5016.970630372492,5016.97,False,False,False,True,True,False,,,
578.0,3.688162019635981,36.0,578.0,578.0,False,False,False,True,False,True,-1.563212826835851,0.048095382439122966,-0.9224907354246046
3137.0,2.530595786094526,49.0,3137.0,3137.0,False,False,False,True,False,True,-0.662044074670157,0.3066585834091139,-0.3882248551594551
7417.0,3.516107651706844,43.0,7417.0,7417.0,False,True,False,False,True,False,0.8451861946808276,0.7391128624835809,0.5053499660733859
8024.0,3.0820600518841306,2.0,8024.0,8024.0,False,True,False,False,False,True,1.0589452539088762,0.8004445791654036,0.6320789185239313
5250.0,3.0820600518841306,6.0,5250.0,5250.0,False,False,False,True,False,True,0.08206283167064447,0.5201576235222795,0.05292551803330028
6554.0,3.0820600518841306,29.0,6554.0,6554.0,False,False,False,True,False,True,0.5412750445757109,0.6519147216328179,0.32517354767994155
7267.0,3.0820600518841306,24.0,7267.0,7267.0,False,False,False,True,False,True,0.7923627039325454,0.7239567545720925,0.47403309149746853
6122.0,2.5677161236461608,15.0,6122.0,6122.0,False,False,False,True,True,False,0.38914339122065816,0.6082651308477316,0.23498094890129964
1362.0,3.9136540296959086,25.0,1362.0,1362.0,False,False,False,True,False,True,-1.2871220485248294,0.127311306456502,-0.7588078709744768
6562.0,3.6193144852124495,3.0,6562.0,6562.0,False,False,False,True,False,True,0.5440922974156192,0.6527230473880974,0.32684378099065714
6879.0,3.0820600518841306,8.0,6879.0,6879.0,False,True,False,False,True,False,0.6557259411969889,0.6847529554410428,0.3930267759277624
6117.0,4.858685977036779,4.0,6117.0,6117.0,False,False,True,False,False,True,0.3873826081957154,0.607759927250682,0.23393705308210241
3182.0,4.874851836156545,49.0,3182.0,3182.0,False,True,False,False,True,False,-0.6461970274456724,0.3112054157825604,-0.3788297927866799
5427.0,3.0820600518841306,15.0,5427.0,5427.0,False,False,False,True,False,True,0.14439455075361743,0.5380418308578356,0.08987943003288272
251.0,3.0820600518841306,21.0,251.0,251.0,False,False,False,True,False,True,-1.678368036667106,0.015055067192078409,-0.9907615220001044
6250.0,3.0820600518841306,33.0,6250.0,6250.0,False,False,False,True,False,True,0.43421943665919227,0.6211983429322017,0.2617046818727491
4580.0,1.5320901750433862,39.0,4580.0,4580.0,False,False,True,False,False,True,-0.15388209367168257,0.4524603415176316,-0.08695652173913043
9161.0,2.602243654999287,49.0,9161.0,9161.0,False,False,False,True,True,False,1.459347313780855,0.9153278771344852,0.8694608278093846
5821.0,1.168690444136142,17.0,5821.0,5821.0,False,False,False,True,False,True,0.2831442531191053,0.577851874305345,0.17213842058562556
9990.0,3.0820600518841306,19.0,9990.0,9990.0,False,False,False,True,False,True,1.751285139316361,0.9990906335253107,1.0425387546322877
4347.0,2.568984286425842,3.0,4347.0,4347.0,False,False,False,True,False,True,-0.2359345826340142,0.42891785389511977,-0.135602066913722
2697.0,1.9174796816019517,30.0,2697.0,2697.0,False,False,True,False,False,True,-0.8169929808651181,0.2622006668687481,-0.48008768724881257
9160.0,4.392384246470518,29.0,9160.0,9160.0,False,False,False,True,False,True,1.4589951571758664,0.9152268364150752,0.8692520486455452
2072.0,3.0820600518841306,10.0,2072.0,2072.0,False,False,False,True,False,True,-1.0370908589829604,0.19905021723754673,-0.6105746646484681
2122.0,4.86095167402677,29.0,2122.0,2122.0,False,True,False,False,False,True,-1.019483028733533,0.20410225320804284,-0.6001357064564956
8731.0,3.0820600518841306,38.0,8731.0,8731.0,False,False,False,True,False,True,1.3079199736357794,0.8718803677882186,0.7796857873584216
5031.0,3.0820600518841306,4.0,5031.0,5031.0,False,False,True,False,True,False,0.004940535178152506,0.4980297059715066,0.007202881152460984
6557.0,3.0820600518841306,32.0,6557.0,6557.0,False,False,False,False,False,True,0.5423315143906765,0.6522178437910477,0.3257998851714599
3981.0,3.0820600518841306,41.0,3981.0,3981.0,False,False,False,True,False,True,-0.3648239000598227,0.39193695059108824,-0.2120152408789603
9459.0,3.490351838179834,42.0,9459.0,9459.0,False,False,False,True,False,True,1.5642899820674423,0.9454380115186419,0.9316770186335404
3763.0,3.0820600518841306,13.0,3763.0,3763.0,False,False,False,True,False,True,-0.4415940399473261,0.3699100737597252,-0.2575290985959601
2466.0,3.0820600518841306,12.0,2466.0,2466.0,False,False,False,False,False,True,-0.8983411566174726,0.23886026068505609,-0.5283156740957252
6348.0,3.0820600518841306,29.0,6348.0,6348.0,False,False,False,False,False,True,0.46873078394807,0.631100333434374,0.2821650399290151
6345.0,3.0820600518841306,4.0,6345.0,6345.0,False,False,False,True,False,True,0.46767431413310434,0.6307972112761443,0.28153870243749674
4781.0,3.236473832492795,3.0,4781.0,4781.0,False,False,False,True,False,True,-0.08309861606898444,0.472769526119026,-0.04499190980740122
8345.0,3.0820600518841306,41.0,8345.0,8345.0,True,False,False,False,False,True,1.1719875241102,0.8328786500959886,0.6990970301163943
5459.0,3.0820600518841306,33.0,5459.0,5459.0,False,False,False,False,False,True,0.15566356211325097,0.5412751338789532,0.09656036327574508
8521.0,1.081564565083486,40.0,8521.0,8521.0,False,False,False,False,False,True,1.2339670865881844,0.8506618167121349,0.7358421629521373
2649.0,1.9854449132555,25.0,2649.0,2649.0,False,False,False,True,True,False,-0.8338964979045683,0.25735071233707185,-0.49010908711310613
3101.0,1.9228916950178256,6.0,3101.0,3101.0,False,False,False,True,False,True,-0.6747217124497448,0.3030211175103567,-0.39574090505767523
357.0,3.0820600518841306,32.0,357.0,357.0,False,False,True,False,False,True,-1.6410394365383199,0.025765383449530166,-0.9686309306331228
4299.0,2.938430507798154,29.0,4299.0,4299.0,True,False,False,False,False,True,-0.2528380996734645,0.42406789936344347,-0.14562346677801555
9799.0,3.0820600518841306,34.0,9799.0,9799.0,False,False,False,True,False,True,1.6840232277635485,0.9797918561180156,1.002661934338953
8832.0,3.0820600518841306,17.0,8832.0,8832.0,False,False,False,False,False,True,1.3434877907396228,0.8820854804486208,0.800772482906206
8251.0,4.052873659464407,28.0,8251.0,8251.0,False,False,False,False,True,False,1.1388848032412764,0.8233808224714559,0.6794717887154862
1465.0,1.835877107956549,25.0,1465.0,1465.0,False,False,False,False,False,True,-1.2508499182110089,0.13771850055572396,-0.7373036170990135
9825.0,3.0820600518841306,22.0,9825.0,9825.0,False,False,False,False,False,True,1.6931792994932506,0.9824189148226735,1.0080901925987786
6442.0,3.0820600518841306,34.0,6442.0,6442.0,False,False,False,True,True,False,0.5018335048169935,0.6405981610589067,0.30179028132992325
7624.0,3.0820600518841306,5.0,7624.0,7624.0,True,False,False,False,False,True,0.918082611913457,0.7600282914014347,0.5485672529881518
4061.0,2.882858329954204,28.0,4061.0,4061.0,True,False,False,False,True,False,-0.3366513716607389,0.400020208143882,-0.19531290777180438
190.0,3.0820600518841306,0.0,190.0,190.0,False,False,False,True,True,False,-1.6998495895714074,0.008891583308073154,-1.0034970509943109
4643.0,3.193527428593516,4.0,4643.0,4643.0,False,False,False,True,True,False,-0.13169622755740404,0.4588259068404567,-0.07380343441724516
5219.0,3.0820600518841306,49.0,5219.0,5219.0,False,False,False,True,False,True,0.0711459769159995,0.5170253612205719,0.04645336395427736
1197.0,1.3007193796865226,25.0,1197.0,1197.0,False,False,False,True,False,True,-1.3452278883479398,0.1106395877538648,-0.7932564330079858
8205.0,4.755317544912339,35.0,8205.0,8205.0,True,False,False,False,False,True,1.1226855994118032,0.8187329493785995,0.6698679471788715
3125.0,3.295946652014962,25.0,3125.0,3125.0,False,False,False,True,False,True,-0.6662699539300196,0.30544609477619483,-0.3907302051255285
7239.0,3.6103940069190337,48.0,7239.0,7239.0,False,False,True,False,True,False,0.782502318992866,0.7211276144286147,0.468187274909964
262.0,3.0820600518841306,36.0,262.0,262.0,False,False,False,True,True,False,-1.674494314012232,0.016166515105587552,-0.9884649511978705
7826.0,3.576635436154038,6.0,7826.0,7826.0,False,False,False,True,True,False,0.9892182461211436,0.7804385167222391,0.5907406440837204
8532.0,4.6303470713260335,42.0,8532.0,8532.0,False,False,False,True,True,False,1.2378408092430584,0.8517732646256441,0.7381387337543713
4625.0,1.718143163550882,36.0,4625.0,4625.0,False,False,True,False,True,False,-0.1380350464471979,0.45700717389107814,-0.07756145936635524
4668.0,1.7613833832587744,23.0,4668.0,4668.0,False,False,False,True,False,True,-0.12289231243269035,0.46135192482570475,-0.06858395532125894
5268.0,3.0820600518841306,48.0,5268.0,5268.0,False,False,False,False,False,True,0.08840165056043833,0.5219763564716581,0.05668354298241036
249.0,2.0809167459930693,15.0,249.0,249.0,False,True,False,False,False,True,-1.6790723498770832,0.014852985753258564,-0.9911790803277832
5908.0,3.0820600518841306,42.0,5908.0,5908.0,False,False,False,True,True,False,0.31378187775310895,0.5866424168940082,0.1903022078396576
9697.0,3.0820600518841306,26.0,9697.0,9697.0,True,False,False,False,False,True,1.6481032540547167,0.9694857027382034,0.9813664596273292
8458.0,3.0820600518841306,18.0,8458.0,8458.0,True,False,False,False,True,False,1.2117812204739058,0.8442962513893099,0.7226890756302521
4741.0,3.0820600518841306,27.0,4741.0,4741.0,False,False,False,True,False,True,-0.09718488026852636,0.4687278973426291,-0.05334307636097917
6943.0,3.0820600518841306,42.0,6943.0,6943.0,False,False,False,False,False,True,0.6782639639162559,0.6912195614832777,0.40638864241348716
,3.0820600518841306,11.0,5016.970630372492,5016.97,False,False,False,True,False,True,,,
758.0,1.24949775543227,28.0,758.0,758.0,False,False,False,True,True,False,-1.4998246379379123,0.06628271193290895,-0.8849104859335039
3169.0,2.619334913499717,25.0,3169.0,3169.0,False,False,False,True,True,False,-0.6507750633105235,0.3098918864302314,-0.3815439219165927
7953.0,1.572071265516846,39.0,7953.0,7953.0,False,True,False,False,True,False,1.0339421349546891,0.7932706880872992,0.6172555978913304
8793.0,3.006402453214005,6.0,8793.0,8793.0,False,False,False,True,False,True,1.3297536831450694,0.8781448923916337,0.7926300955164675
9114.0,3.0820600518841306,27.0,9114.0,9114.0,False,False,True,False,True,False,1.4427959533463932,0.9105789633222188,0.8596482071089305
8893.0,2.5193505429065683,25.0,8893.0,8893.0,False,False,False,True,True,False,1.364969343643924,0.888248964332626,0.8135080119004123
8713.0,2.3809932611851488,30.0,8713.0,8713.0,False,False,False,False,False,True,1.3015811547459855,0.87006163483884,0.7759277624093116
1269.0,3.0820600518841306,38.0,1269.0,1269.0,False,False,False,False,True,False,-1.3198726127887643,0.1179145195513792,-0.7782243332115455
8069.0,3.0820600518841306,31.0,8069.0,8069.0,False,False,False,True,True,False,1.0747923011333607,0.8049914115388501,0.6414739808967065
6751.0,2.337782569158563,2.0,6751.0,6751.0,False,False,True,False,False,True,0.6106498957584547,0.6718197433565727,0.36630304295631294
4970.0,2.365565206916858,5.0,4970.0,4970.0,False,True,False,False,False,True,-0.01654101772614891,0.49186622208750125,-0.005532647841745394
2323.0,3.0820600518841306,25.0,2323.0,2323.0,False,False,False,True,False,True,-0.9486995511308349,0.2244114378094372,-0.5581710945247664
,3.0820600518841306,0.0,5016.970630372492,5016.97,False,False,False,True,False,True,,,
5515.0,4.709544999960464,25.0,5515.0,5515.0,False,False,False,False,False,True,0.17538433199260964,0.5469334141659088,0.10825199645075421
8846.0,1.3640831526286097,4.0,8846.0,8846.0,False,False,False,True,False,True,1.3484179832094625,0.8835000505203596,0.8036953911999583
2584.0,3.0820600518841306,1.0,2584.0,2584.0,False,False,False,True,False,True,-0.856786677228824,0.2507830655754269,-0.5036797327626703
7911.0,2.7657386196907554,37.0,7911.0,7911.0,False,True,False,False,False,True,1.0191515575451702,0.7890269778720824,0.6084868730100736
6799.0,3.0820600518841306,29.0,6799.0,6799.0,False,False,True,False,False,True,0.627553412797905,0.6766696978882489,0.3763244428206065
4620.0,4.340548431791186,10.0,4620.0,4620.0,False,False,False,True,False,True,-0.13979582947214064,0.4565019702940285,-0.07860535518555248
9424.0,1.0760737682485182,25.0,9424.0,9424.0,False,False,False,True,False,True,1.551964500892843,0.9419015863392947,0.9243697478991597
8409.0,1.696635601842893,29.0,8409.0,8409.0,False,False,False,True,False,True,1.194525546829467,0.8393452561382236,0.7124588966021191
9063.0,3.624530680172045,25.0,9063.0,9063.0,False,False,False,True,False,True,1.4248359664919772,0.9054258866323128,0.8490004697531186
8405.0,1.2189362743316066,48.0,8405.0,8405.0,False,False,False,True,True,False,1.193116920409513,0.838941093260584,0.7116237799467613
8070.0,4.220245876716987,20.0,8070.0,8070.0,False,False,False,True,False,True,1.0751444577383493,0.8050924522582601,0.6416827600605459
7564.0,2.576792877375157,35.0,7564.0,7564.0,False,False,True,False,True,False,0.8969532156141441,0.7539658482368394,0.5360405031577848
8555.0,2.3813933482220966,22.0,8555.0,8555.0,False,False,True,False,False,True,1.245940411157795,0.8540972011720723,0.7429406545226787
1870.0,3.0820600518841306,32.0,1870.0,1870.0,False,False,False,True,True,False,-1.1082264931906471,0.17863999191674246,-0.6527480557440367
6864.0,2.8934828195730478,10.0,6864.0,6864.0,False,False,False,True,False,True,0.6504435921221606,0.6832373446498938,0.3898950884701707
439.0,2.364554354883883,0.0,439.0,439.0,False,True,False,False,True,False,-1.612162594929259,0.03405072244114379,-0.9515110391982881
1425.0,1.8037601301099573,15.0,1425.0,1425.0,False,False,False,False,True,False,-1.264936182410551,0.13367687177932708,-0.7456547836525915
1612.0,3.032991895982947,16.0,1612.0,1612.0,False,False,False,True,True,False,-1.1990828972776924,0.15257148630898254,-0.7066130800146145
1894.0,2.32948814776713,25.0,1894.0,1894.0,False,False,False,True,False,True,-1.099774734670922,0.18106496918258058,-0.64773735581189
8975.0,4.469736333901759,32.0,8975.0,8975.0,False,False,False,True,False,True,1.393846185252985,0.8965343033242397,0.8306279033352472
807.0,3.0820600518841306,13.0,807.0,807.0,False,False,False,True,False,True,-1.4825689642934734,0.07123370718399515,-0.8746803069053708
2297.0,3.0820600518841306,21.0,2297.0,2297.0,False,True,False,False,False,True,-0.9578556228605372,0.22178437910477924,-0.5635993527845921
7800.0,3.0820600518841306,5.0,7800.0,7800.0,False,False,False,True,False,True,0.9800621743914414,0.777811458017581,0.5853123858238948
